prep,reference,aligner,caller,N,Precision,Sensitivity,F-measure,vc_run_time
PCR-free-illumina,clinical,sentieon-201808.07,strelka-2.9.10,8,0.992325,0.9919875,0.992175,-1.0
PCR-free-illumina,hg38_GIAB_masked,dragmap-1.2.1,clair3-0.1-r9,8,0.9976375000000001,0.992425,0.995025,58347.462325
PCR-free-illumina,hg38_GIAB_masked,dragmap-1.2.1,deepvariant-1.2.0,8,0.9989375,0.9928125000000001,0.9958750000000001,74635.7289875
PCR-free-illumina,hg38_GIAB_masked,dragmap-1.2.1,dnascope-0.5-202010.04-PO,8,0.99845,0.9924249999999999,0.995425,-1.0
PCR-free-illumina,hg38_GIAB_masked,dragmap-1.2.1,dnascope-0.5-202010.04,8,0.98635,0.9945125,0.9904,7760.6281375
PCR-free-illumina,hg38_GIAB_masked,dragmap-1.2.1,octopus-0.7.4,8,0.9962,0.9899249999999999,0.9930625,45715.272287499996
PCR-free-illumina,hg38_GIAB_masked,dragmap-1.2.1,sentieon_gatk4-202010.04,8,0.9912749999999999,0.9924,0.9918499999999999,11849.36745
PCR-free-illumina,hg38_GIAB_masked,dragmap-1.2.1,strelka-2.9.10,8,0.9893125,0.9921500000000001,0.9907499999999999,9014.550025
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04-recal,clair3-0.1-r9,8,0.9973875,0.9925999999999999,0.9949875,63847.848675
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04-recal,deepvariant-1.2.0,8,0.99865,0.993475,0.9960500000000001,73980.897375
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04-recal,dnascope-0.5-202010.04-PO,8,0.9983124999999999,0.9912375,0.99475,-1.0
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04-recal,dnascope-0.5-202010.04,8,0.9839125,0.994525,0.9891749999999999,8524.5507
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04-recal,octopus-0.7.4,8,0.994675,0.9902124999999999,0.99245,49050.7662
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04-recal,sentieon_gatk4-202010.04,8,0.988775,0.9931125000000001,0.9909375,11090.670699999999
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04-recal,strelka-2.9.10,8,0.990525,0.9929749999999999,0.9917500000000001,10790.0723875
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04,clair3-0.1-r9,8,0.9973624999999999,0.9935875000000001,0.9954625,61328.3111125
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04,deepvariant-1.2.0,8,0.9988374999999999,0.9937374999999999,0.9962625,81445.1432625
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04,dnascope-0.5-202010.04-PO,8,0.99795,0.9927375,0.9953375,-1.0
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04,dnascope-0.5-202010.04,8,0.98165,0.9947,0.9881500000000001,8839.834575
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04,octopus-0.7.4,8,0.9945875000000001,0.9902625,0.9924125,47852.1594125
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04,sentieon_gatk4-202010.04,8,0.986475,0.9933749999999999,0.9899249999999999,13900.056799999998
PCR-free-illumina,hg38_GIAB_masked,sentieon-202010.04,strelka-2.9.10,8,0.9869375,0.99315,0.9900374999999999,9290.641974999999
PCR-free-illumina,hg38_GIAB_masked,snap-2.0.0,clair3-0.1-r9,8,0.996575,0.9928,0.994675,60180.919675
PCR-free-illumina,hg38_GIAB_masked,snap-2.0.0,deepvariant-1.2.0,8,0.998425,0.9936750000000001,0.9960375,67940.365925
PCR-free-illumina,hg38_GIAB_masked,snap-2.0.0,dnascope-0.5-202010.04-PO,8,0.9972875000000001,0.9932125,0.995275,-1.0
PCR-free-illumina,hg38_GIAB_masked,snap-2.0.0,dnascope-0.5-202010.04,8,0.982,0.9948125000000001,0.9883625,8760.369425
PCR-free-illumina,hg38_GIAB_masked,snap-2.0.0,octopus-0.7.4,8,0.9938,0.9906625,0.9922249999999999,47899.824974999996
PCR-free-illumina,hg38_GIAB_masked,snap-2.0.0,sentieon_gatk4-202010.04,8,0.9848875,0.99385,0.98935,13891.268712500001
PCR-free-illumina,hg38_GIAB_masked,snap-2.0.0,strelka-2.9.10,8,0.9861,0.9934,0.9897375,9228.167775
PCR-free-illumina,hg38_asm5_alt,dragmap-1.2.1,clair3-0.1-r9,8,0.9975499999999999,0.9705,0.9838250000000001,58263.8051875
PCR-free-illumina,hg38_asm5_alt,dragmap-1.2.1,deepvariant-1.2.0,8,0.998625,0.9708749999999999,0.98455,72233.8049375
PCR-free-illumina,hg38_asm5_alt,dragmap-1.2.1,dnascope-0.5-202010.04-PO,8,0.9982875,0.9709749999999999,0.9844125,-1.0
PCR-free-illumina,hg38_asm5_alt,dragmap-1.2.1,dnascope-0.5-202010.04,8,0.9902124999999999,0.9725125000000001,0.9812624999999999,9810.6609
PCR-free-illumina,hg38_asm5_alt,dragmap-1.2.1,octopus-0.7.4,8,0.996875,0.9680875,0.9822875,41904.761075
PCR-free-illumina,hg38_asm5_alt,dragmap-1.2.1,sentieon_gatk4-202010.04,8,0.9935375,0.9701500000000001,0.9817125,10794.6066
PCR-free-illumina,hg38_asm5_alt,dragmap-1.2.1,strelka-2.9.10,8,0.9901875,0.969925,0.9799625000000001,8291.4376875
PCR-free-illumina,hg38_asm5_alt,parabricks-3.5.0,germline,1,0.9909,0.9944,0.9927,-1.0
PCR-free-illumina,hg38_asm5_alt,parabricks-3.6.0,deepvariant,1,0.9986,0.9945,0.9965,-1.0
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,clair3-0.1-r9,8,0.9977750000000001,0.991625,0.9946999999999999,62775.0722125
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,deepvariant-1.2.0,8,0.998625,0.9925499999999999,0.9955875000000001,72320.34945000001
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,dnascope-0.5-202010.04-PO,8,0.9983,0.990675,0.9944625,-1.0
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,dnascope-0.5-202010.04,8,0.9891749999999999,0.9935,0.9913375,9037.63255
