prep,reference,aligner,caller,N,Precision,Sensitivity,F-measure,vc_run_time
PCR-free-illumina,clinical,sentieon-201808.07,strelka-2.9.10,10,0.9920300000000001,0.9918100000000001,0.9919399999999999,-1.0
PCR-free-illumina,hg38_T2T_masked,dragmap-1.2.1,clair3-0.1-r11,10,0.9975400000000001,0.99196,0.99474,57904.04315999999
PCR-free-illumina,hg38_T2T_masked,dragmap-1.2.1,deepvariant-1.4.0,10,0.9988699999999999,0.99311,0.9959800000000001,86456.28887
PCR-free-illumina,hg38_T2T_masked,dragmap-1.2.1,dnascope-1.0-202112.01-PO,10,0.9984399999999999,0.99412,0.99627,-1.0
PCR-free-illumina,hg38_T2T_masked,dragmap-1.2.1,octopus-0.7.4,10,0.9961300000000002,0.9897499999999999,0.9929400000000002,37764.66628
PCR-free-illumina,hg38_T2T_masked,dragmap-1.2.1,strelka-2.9.10,10,0.98885,0.99199,0.99041,9287.69768
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01-recal,clair3-0.1-r11,10,0.9972800000000002,0.99176,0.9944999999999998,56946.5114
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01-recal,deepvariant-1.4.0,10,0.99901,0.9929800000000002,0.9959900000000002,82370.58853
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01-recal,dnascope-1.0-202112.01-PO,10,0.99849,0.9934900000000001,0.9960000000000001,-1.0
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01-recal,octopus-0.7.4,10,0.9946200000000001,0.99007,0.9923399999999999,46297.31606
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01-recal,strelka-2.9.10,10,0.9902600000000001,0.9928699999999999,0.9915500000000002,11372.2489
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01,clair3-0.1-r11,10,0.99724,0.9927499999999998,0.9949899999999999,56474.18289
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01,deepvariant-1.4.0,10,0.9988400000000001,0.99354,0.99617,76170.67719999999
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01,dnascope-1.0-202112.01-PO,10,0.9983099999999998,0.99433,0.9963199999999999,-1.0
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01,octopus-0.7.4,10,0.99451,0.9901099999999999,0.99229,49481.79057
PCR-free-illumina,hg38_T2T_masked,sentieon-202112.01,strelka-2.9.10,10,0.9864,0.99301,0.9896899999999998,10084.10506
PCR-free-illumina,hg38_T2T_masked,snap-2.0.0,clair3-0.1-r11,10,0.9964000000000001,0.9921,0.9942499999999999,55169.15685000001
